Ετος,Χώρες_ΕΕ_27,Χώρες_ζώνης_ευρώ,Αυστρία,Γαλλία,Γερμανία,Ισπανία,Ιταλία,Κύπρος,Ολλανδία,Χώρες_EE_εκτός_ζώνης_ευρώ,Βουλγαρία,Πολωνία,Τσεχία,Λοιπές_Χώρες,Αίγυπτος,Ηνωμένο_Βασίλειο,ΗΠΑ,Ρωσία,Τουρκία,ΣΥΝΟΛΟ,Μεμονωμένοι_ταξιδιώτες,Οργανωμένα_ταξίδια
2005,6.6727754907180366,7.614012916495986,4.778693783280939,6.929591786528463,9.349879934475023,7.548615033731576,6.030348194375444,11.969693107384707,5.40935525972331,4.768931075472459,3.0359340735628617,7.48770630793579,5.332426070325144,11.087561834857887,13.479871491274379,18.677094448743535,24.414533272061547,15.547515110812625,4.862739495408947,9.381507656422261,10.016676388211208,5.007663262338566
2006,7.065923105652011,8.1539625366258,3.8639051321420403,7.110805131224959,9.042667022066523,6.808881375035221,9.532800310592917,11.96342544047496,5.919250043043687,4.799946925569813,3.211327132551038,8.830925864667181,3.9649104846243426,11.375736475629353,10.513628506847494,16.765007835369918,23.38335095486685,17.037383614841154,5.516162292590113,9.71123342926106,10.2419672688533,5.404607994673257
2007,6.980289767255651,7.838531518226871,4.579909324095371,6.36711705656847,8.823955705781454,8.370560484229891,6.4748237371214845,13.778773894008895,8.648784538453116,5.036588743316415,2.743239823584701,9.264351904169963,4.28843835742248,8.743771794811755,8.746585994588722,14.814541737972998,18.228449164776244,15.855197100339945,6.002997542742258,9.046191961106102,9.419654834963032,5.899764848303051
2008,7.433381445538979,8.277103661623478,4.638276152856065,8.163653883214492,8.714435125745897,9.488811949747749,7.560311902874156,12.261792889382484,7.547606924643585,5.498507541152144,2.722914816370997,11.027687630941132,6.572428856908277,10.205538549715843,8.017183563232974,13.976498262003497,17.776180863022184,14.862144276401136,5.129020696202225,9.53013680910499,10.025379665853237,5.665036134485814
2009,7.449304737923758,8.268986546891416,4.35343452534088,8.880310669533625,8.54601643434614,6.966090941802549,7.781954684965555,11.747205710594484,7.7687928536387805,5.56690644804642,2.963406569382959,11.692157510587812,6.919500978137763,9.06084979641372,15.360477399507033,15.507451681726907,20.336552611077447,14.037997339460636,4.495265805306243,9.06628079381644,9.388764960767888,5.941335543331064
2010,6.618049275136852,7.455475780935947,4.376016359121671,6.388493635832742,7.778933019498937,6.949002889078849,6.711275008381111,10.995269990793494,7.230126530464828,4.793405886260922,2.0790294142341383,8.34997980206019,7.078358558277422,8.14149079860933,6.746536460093262,12.415003241841365,17.712424731815315,16.159418820746748,4.020901252959677,8.250983585673813,8.665284402315981,5.536110510311836
2011,6.232901743994539,7.648505011794525,3.2540816683578853,7.370408243090712,7.301226727045036,9.437148232404732,5.736869270282892,14.662268712631912,6.016124706671136,3.7566024553553135,2.037962951326488,9.270844837106571,4.45130453153058,5.80363816954345,12.429141531322506,12.560754262455092,16.932803506086373,14.626037190328137,4.094270786505629,6.76335723305978,6.943751388304783,5.141172633259249
2012,7.7299693924019275,9.591547139160117,5.31545154331401,7.727130951192734,9.497398326004506,10.378718845592886,7.261084845498797,16.48343926106888,8.438283391133798,3.936320233559438,2.5677772410786868,9.277048875673666,4.056041635239101,6.577126850973604,14.446399917179978,15.730605063373627,20.175662085149177,17.35268570690518,3.7873923353046477,7.697487969732819,7.863827675579319,5.373877456007148
2013,7.622893693470449,9.557641687218828,5.013823145352158,8.866463487989733,10.880116434786993,11.115793954874414,6.484676361268443,15.244395687061184,10.556586518078857,4.312757389668973,2.2656325856879307,10.311378196643194,10.023499672315326,6.530242036187166,20.860107127346428,19.08781248682602,24.718803835527385,18.71410833750301,4.576834284754869,7.728856687547752,7.877944325582066,5.757488888524276
2014,7.064938884559131,9.271708672654556,3.835741364785173,7.49691598068734,9.13996314401986,9.154959934273002,7.158317806943036,19.044272742990348,10.55652449240755,3.8853986774130718,2.106503672953897,8.486163364267203,7.3337492406954405,6.2114320627824915,14.261837359910032,18.25315288398051,23.785602775368602,19.895677132146204,3.7899184324269184,7.198271656829277,7.278094647781766,6.00460309984033
2015,6.263345849483204,9.249801852202252,4.63875468051697,8.567069007988175,10.190782170395336,9.185350938445588,7.864917876151449,14.100048144017649,11.97984151781513,3.172951031792434,1.9929219530360314,10.02657941976953,5.075483039931301,5.915923587216407,11.534323197396523,16.92282539541628,25.886417616720955,16.989126676808187,3.856275396764548,6.434356185415518,6.407974781435571,6.840999627417481
2016,5.467294259128979,8.483380740294985,4.124284592474161,8.825658553605004,9.313304227941176,8.927131106372117,7.0976974534021515,13.7981171707719,7.191533516988063,2.819927515276711,1.5223743787749637,10.788051118210863,3.8674865412159827,5.184678585245918,14.475029954469207,14.248437085590876,19.789972746656876,13.053023702947096,3.0252265204245243,5.678916592253844,5.663914752413961,5.904369048945729
2017,5.0810000856443684,9.405347606928668,4.562467385091985,10.31560963751283,10.076577914778223,15.029226751030018,6.445609324360148,13.958466617549684,9.152708679831793,2.1391590195338916,1.362599466826704,9.979024911432267,6.515235539654144,5.483184034819121,17.427076826983136,14.42385358004827,21.771740234789917,13.507336363311026,2.882328173772176,5.490597741698807,5.472794920282642,5.719182380706527
2018,5.151692140032478,9.485573657951834,4.661516726290308,10.603902896305739,11.317203364896754,8.809544800512338,5.759087137749155,14.842771112642525,7.75071213984403,2.1254079486445567,1.3443726485921077,10.08959344446789,7.261464403344312,5.7580667408249635,11.581052118850463,14.61153107060371,17.820791487236153,12.257351084779426,2.320839442246729,5.6405288451247895,5.679207021486944,5.241076318480606
2019,5.073295820587965,7.95351512282485,4.487276461858172,8.453446049224418,8.199207098440374,7.832605329267286,6.233265880261933,10.712355474754697,10.211076476411373,2.3603975944650815,1.3028866482684192,7.033342031602446,5.367217460389307,5.83128524718649,11.154067575638624,9.808395507128074,17.88498659530724,10.813108147311652,2.6376672558086782,5.723436909323086,5.742668655590338,5.553922868873032
2020,7.4608719196428535,11.039653349977163,5.286027953246439,10.722801290579092,12.16908189346747,10.521758215010252,8.519256751712799,11.088901069228374,16.417178644900766,3.6287874289999658,2.281288985231269,15.744711152627222,10.749929971177812,7.947963700539758,17.97320953102529,11.984034776251665,21.062868237194383,17.704577081620283,3.6448415753059855,7.985035442104921,8.149177810101474,5.474867685923185
2021,10.159848978138,11.377150225792,6.21107700915651,9.71385293418754,14.0349297510707,11.0197064251073,6.96921254355293,14.3114593837898,14.9035067405854,7.32422971429881,4.42601641856062,11.3514220726414,10.9223800666368,13.1439035660384,23.1243482204857,18.5184107794675,25.8715925261357,17.1378136746002,5.8012715957612,11.829011033051097,12.3826033678365,6.10692001795503
2022,6.70385386226808,9.15614392457934,6.56935290693705,6.90827530544266,10.5427498573408,9.27296260651057,5.50729838258886,14.2575953325309,12.0178397754321,3.17628663192378,1.55108712604336,9.02563068353898,13.6348493489295,6.8686460510319,15.9192875025819,12.6349119306381,23.2779132793154,24.9883455226156,2.88609874279277,7.0168567267672,7.09375588898592,6.40436102073418
