DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU15,1999,25748,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU15,2000,27010,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU15,2001,27666,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU15,2002,28366,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU15,2003,28520,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU15,2004,29569,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU15,2005,30275,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU15,2006,31282,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU15,2007,32261,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU15,2008,32184,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU15,2009,31953,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU15,2010,32990,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU15,2011,33847,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU15,2012,34874,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU15,2013,35274,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU15,2014,36079,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU15,2015,37426,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU15,2016,37142,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU15,2017,37257,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU15,2018,37961,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU15,2019,38824,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU27_2020,2002,21902,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU27_2020,2003,22358,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU27_2020,2004,23033,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU27_2020,2005,23720,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU27_2020,2006,24328,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU27_2020,2007,25083,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU27_2020,2008,26098,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU27_2020,2009,26293,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU27_2020,2010,27215,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU27_2020,2011,27932,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU27_2020,2012,28433,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU27_2020,2013,28919,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU27_2020,2014,29193,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU27_2020,2015,29685,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU27_2020,2016,30157,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU27_2020,2017,30849,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU27_2020,2018,31511,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU27_2020,2019,32508,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU27_2020,2020,32286,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU27_2020,2021,33511,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU28,2002,23964,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU28,2003,24168,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU28,2004,24989,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU28,2005,25717,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU28,2006,26576,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU28,2007,27471,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU28,2008,27640,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU28,2009,27274,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU28,2010,28389,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU28,2011,29071,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU28,2012,29794,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU28,2013,30183,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU28,2014,30814,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU28,2015,31843,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU28,2016,31684,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU28,2017,31963,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU28,2018,32779,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EU28,2019,33771,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FI,1995,22818,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FI,1996,23144,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FI,1997,23387,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FI,1998,24107,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FI,1999,25242,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FI,2000,26527,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FI,2001,27387,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FI,2002,28051,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FI,2003,28830,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FI,2004,29855,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FI,2005,31001,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FI,2006,32045,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FI,2007,33092,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FI,2008,34359,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FI,2009,35380,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FI,2010,36492,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FI,2011,37652,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FI,2012,38774,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FI,2013,39313,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FI,2014,39831,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FI,2015,40341,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FI,2016,40732,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FI,2017,41033,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FI,2018,41845,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FI,2019,42765,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FI,2020,43030,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FI,2021,43193,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FR,1995,23203,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FR,1996,23746,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FR,1997,23756,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FR,1998,24308,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FR,1999,24857,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FR,2000,25552,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FR,2001,26228,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FR,2002,27139,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FR,2003,27937,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FR,2004,28942,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FR,2005,29912,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FR,2006,30915,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FR,2007,31701,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FR,2008,32435,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FR,2009,33058,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FR,2010,34153,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FR,2011,34648,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FR,2012,35340,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FR,2013,35991,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FR,2014,36287,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FR,2015,36761,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FR,2016,37194,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FR,2017,38094,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FR,2018,38650,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FR,2019,39385,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FR,2020,38180,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,FR,2021,40135,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HR,2002,10387,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HR,2003,10998,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HR,2004,11612,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HR,2005,12411,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HR,2006,12873,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HR,2007,13530,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HR,2008,14341,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HR,2009,14132,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HR,2010,14562,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HR,2011,14768,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HR,2012,14704,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HR,2013,14473,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HR,2014,13620,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HR,2015,13810,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HR,2016,14128,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HR,2017,14312,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HR,2018,15021,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HR,2019,15113,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HR,2020,15289,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HR,2021,16169,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HU,1996,3503,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HU,1997,3892,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HU,1998,3971,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HU,1999,4148,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HU,2000,4702,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HU,2001,5621,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HU,2002,6626,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HU,2003,7157,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HU,2004,8141,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HU,2005,8934,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HU,2006,8830,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HU,2007,9849,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HU,2008,10541,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HU,2009,9317,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HU,2010,9899,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HU,2011,10228,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HU,2012,10101,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HU,2013,9920,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HU,2014,9554,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HU,2015,9653,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HU,2016,9764,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HU,2017,10890,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HU,2018,11437,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HU,2019,12128,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HU,2020,11788,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,HU,2021,12618,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IE,1995,19332,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IE,1996,20810,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IE,1997,23948,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IE,1998,25302,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IE,1999,26532,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IE,2000,28573,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IE,2001,30643,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IE,2002,32317,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IE,2003,34494,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IE,2004,36233,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IE,2005,38000,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IE,2006,39364,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IE,2007,41837,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IE,2008,43925,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IE,2009,43767,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IE,2010,42332,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IE,2011,42050,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IE,2012,42184,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IE,2013,41690,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IE,2014,41987,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IE,2015,42323,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IE,2016,43209,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IE,2017,44406,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IE,2018,45857,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IE,2019,47580,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IE,2020,48890,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IE,2021,50347,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IT,1995,15611,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IT,1996,17850,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IT,1997,18963,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IT,1998,19263,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IT,1999,19925,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IT,2000,20576,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IT,2001,21259,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IT,2002,21714,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IT,2003,22322,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IT,2004,23650,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IT,2005,24321,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IT,2006,25133,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IT,2007,25736,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IT,2008,26541,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IT,2009,26663,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IT,2010,27263,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IT,2011,27692,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IT,2012,27540,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IT,2013,27937,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IT,2014,28122,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IT,2015,28469,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IT,2016,28701,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IT,2017,28790,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IT,2018,29240,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IT,2019,29623,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IT,2020,28273,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,IT,2021,29951,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LT,1998,2857,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LT,2000,3489,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LT,2001,3895,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LT,2002,4315,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LT,2003,4717,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LT,2004,5216,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LT,2005,5899,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LT,2006,7142,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LT,2007,8048,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LT,2008,9077,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LT,2009,8238,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LT,2010,8368,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LT,2011,8935,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LT,2012,9359,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LT,2013,9811,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LT,2014,10225,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LT,2015,10786,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LT,2016,11453,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LT,2017,12548,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LT,2018,13501,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LT,2019,18362,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LT,2020,19497,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LT,2021,21741,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LU,1995,34065,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LU,1996,34532,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LU,1997,34786,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LU,1998,35173,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LU,1999,37517,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LU,2000,40009,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LU,2001,40916,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LU,2002,42703,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LU,2003,43691,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LU,2004,45777,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LU,2005,47703,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LU,2006,49544,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LU,2007,51991,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LU,2008,53321,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LU,2009,53607,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LU,2010,54797,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LU,2011,56881,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LU,2012,57793,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LU,2013,59332,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LU,2014,60639,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LU,2015,61396,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LU,2016,62037,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LU,2017,64316,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LU,2018,65570,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LU,2019,66890,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LU,2020,67890,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LU,2021,72247,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LV,1998,2707,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LV,1999,3069,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LV,2000,3741,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LV,2001,3996,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LV,2002,4004,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LV,2003,4112,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LV,2004,4596,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LV,2005,5612,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LV,2006,6836,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LV,2007,9245,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LV,2008,10836,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LV,2009,9421,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LV,2010,8876,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LV,2011,9106,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LV,2012,9912,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LV,2013,10317,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LV,2014,11207,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LV,2015,12059,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,LV,2016,12981,
