Από,Έως,Περιφέρεια,Χώρα_προέλευσης,Εισπράξεις,Επισκέψεις,Διανυκτερεύσεις,Δαπάνη_ανά_επίσκεψη,Δαπάνη_ανά_διανυκτέρευση,Μέση_διάρκεια_παραμονής
2016-01-01,2016-03-31,ΑΤΤΙΚΗ_(EL3),Σύνολο_χωρών,235.4,636.4,3757.7,369.9,62.6,5.9
2016-01-01,2016-03-31,ΑΤΤΙΚΗ_(EL3),ΗΠΑ,33,51.1,504.1,646.8,65.6,9.9
2016-01-01,2016-03-31,ΑΤΤΙΚΗ_(EL3),Ηνωμένο_Βασίλειο,29.9,79.8,475.5,374,62.8,6
2016-01-01,2016-03-31,ΑΤΤΙΚΗ_(EL3),Κύπρος,18,44.5,447.8,404.8,40.2,10.1
2016-01-01,2016-03-31,ΑΤΤΙΚΗ_(EL3),Γερμανία,15.6,52.4,259.9,297.1,60,5
2016-01-01,2016-03-31,ΑΤΤΙΚΗ_(EL3),Γαλλία,10.2,31.9,262.9,318.8,38.7,8.2
2016-01-01,2016-03-31,ΑΤΤΙΚΗ_(EL3),Ιταλία,9.4,39.6,175.5,236.5,53.4,4.4
2016-01-01,2016-03-31,ΑΤΤΙΚΗ_(EL3),Αυστραλία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΑΤΤΙΚΗ_(EL3),Τουρκία,8.6,23.7,93,362.5,92.2,3.9
2016-01-01,2016-03-31,ΒΟΡΕΙΟ_ΑΙΓΑΙΟ_(EL41),Σύνολο_χωρών,11,19.9,309.6,551.6,35.5,15.5
2016-01-01,2016-03-31,ΒΟΡΕΙΟ_ΑΙΓΑΙΟ_(EL41),Τουρκία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΒΟΡΕΙΟ_ΑΙΓΑΙΟ_(EL41),Ηνωμένο_Βασίλειο,1.7,3.5,46,503.7,37.9,13.3
2016-01-01,2016-03-31,ΒΟΡΕΙΟ_ΑΙΓΑΙΟ_(EL41),ΗΠΑ,2.9,3.3,47.9,865.8,59.8,14.5
2016-01-01,2016-03-31,ΒΟΡΕΙΟ_ΑΙΓΑΙΟ_(EL41),Γερμανία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΝΟΤΙΟ_ΑΙΓΑΙΟ_(EL42),Σύνολο_χωρών,32.8,52.9,458.3,621,71.6,8.7
2016-01-01,2016-03-31,ΝΟΤΙΟ_ΑΙΓΑΙΟ_(EL42),Γερμανία,0.7,3.8,18,184.4,39.1,4.7
2016-01-01,2016-03-31,ΝΟΤΙΟ_ΑΙΓΑΙΟ_(EL42),Ηνωμένο_Βασίλειο,4.2,8.8,57.1,476.7,73.3,6.5
2016-01-01,2016-03-31,ΝΟΤΙΟ_ΑΙΓΑΙΟ_(EL42),Γαλλία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΝΟΤΙΟ_ΑΙΓΑΙΟ_(EL42),ΗΠΑ,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΝΟΤΙΟ_ΑΙΓΑΙΟ_(EL42),Ιταλία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΝΟΤΙΟ_ΑΙΓΑΙΟ_(EL42),Ολλανδία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΝΟΤΙΟ_ΑΙΓΑΙΟ_(EL42),Ρωσία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΝΟΤΙΟ_ΑΙΓΑΙΟ_(EL42),Πολωνία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΚΡΗΤΗ_(EL43),Σύνολο_χωρών,20.3,42.4,387.8,479.9,52.4,9.2
2016-01-01,2016-03-31,ΚΡΗΤΗ_(EL43),Γερμανία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΚΡΗΤΗ_(EL43),Ηνωμένο_Βασίλειο,2.4,6.6,45.2,359.6,52.4,6.9
2016-01-01,2016-03-31,ΚΡΗΤΗ_(EL43),Γαλλία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΚΡΗΤΗ_(EL43),Ολλανδία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΚΡΗΤΗ_(EL43),Βέλγιο,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΚΡΗΤΗ_(EL43),Ελβετία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΚΡΗΤΗ_(EL43),Ιταλία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΚΡΗΤΗ_(EL43),Ρωσία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΑΝΑΤΟΛ_ΜΑΚΕΔΟΝΙΑ_ΚΑΙ_ΘΡΑΚΗ_(EL51),Σύνολο_χωρών,27.2,144.9,475.5,187.5,57.1,3.3
2016-01-01,2016-03-31,ΑΝΑΤΟΛ_ΜΑΚΕΔΟΝΙΑ_ΚΑΙ_ΘΡΑΚΗ_(EL51),Τουρκία,13.8,55.5,126.8,249.3,109.2,2.3
2016-01-01,2016-03-31,ΑΝΑΤΟΛ_ΜΑΚΕΔΟΝΙΑ_ΚΑΙ_ΘΡΑΚΗ_(EL51),Βουλγαρία,4.5,51.6,152.4,87.4,29.6,3
2016-01-01,2016-03-31,ΑΝΑΤΟΛ_ΜΑΚΕΔΟΝΙΑ_ΚΑΙ_ΘΡΑΚΗ_(EL51),Γερμανία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΑΝΑΤΟΛ_ΜΑΚΕΔΟΝΙΑ_ΚΑΙ_ΘΡΑΚΗ_(EL51),Ρουμανία,2.1,9.3,46.6,221.9,44.4,5
2016-01-01,2016-03-31,ΚΕΝΤΡΙΚΗ_ΜΑΚΕΔΟΝΙΑ_(EL52),Σύνολο_χωρών,103.5,593.9,2349.3,174.2,44,4
2016-01-01,2016-03-31,ΚΕΝΤΡΙΚΗ_ΜΑΚΕΔΟΝΙΑ_(EL52),Γερμανία,21.1,54.2,435.9,389.9,48.4,8
2016-01-01,2016-03-31,ΚΕΝΤΡΙΚΗ_ΜΑΚΕΔΟΝΙΑ_(EL52),Σερβία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΚΕΝΤΡΙΚΗ_ΜΑΚΕΔΟΝΙΑ_(EL52),Ρουμανία,3.8,12.7,69,299.2,55.1,5.4
2016-01-01,2016-03-31,ΚΕΝΤΡΙΚΗ_ΜΑΚΕΔΟΝΙΑ_(EL52),Βόρεια_Μακεδονία,14,183,275,76.3,50.8,1.5
2016-01-01,2016-03-31,ΚΕΝΤΡΙΚΗ_ΜΑΚΕΔΟΝΙΑ_(EL52),Βουλγαρία,9.5,165.9,364.7,57.1,26,2.2
2016-01-01,2016-03-31,ΚΕΝΤΡΙΚΗ_ΜΑΚΕΔΟΝΙΑ_(EL52),Ρωσία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΚΕΝΤΡΙΚΗ_ΜΑΚΕΔΟΝΙΑ_(EL52),Ηνωμένο_Βασίλειο,3.1,12.4,66.7,251.6,46.8,5.4
2016-01-01,2016-03-31,ΚΕΝΤΡΙΚΗ_ΜΑΚΕΔΟΝΙΑ_(EL52),Κύπρος,10.2,17.6,381,580.7,26.8,21.6
2016-01-01,2016-03-31,ΔΥΤΙΚΗ_ΜΑΚΕΔΟΝΙΑ_(EL53),Σύνολο_χωρών,7.8,45.9,215.2,169,36,4.7
2016-01-01,2016-03-31,ΔΥΤΙΚΗ_ΜΑΚΕΔΟΝΙΑ_(EL53),Γερμανία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΔΥΤΙΚΗ_ΜΑΚΕΔΟΝΙΑ_(EL53),Αλβανία,3.7,26.8,136.8,137,26.9,5.1
2016-01-01,2016-03-31,ΔΥΤΙΚΗ_ΜΑΚΕΔΟΝΙΑ_(EL53),Ρουμανία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΔΥΤΙΚΗ_ΜΑΚΕΔΟΝΙΑ_(EL53),Βουλγαρία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΗΠΕΙΡΟΣ_(EL54),Σύνολο_χωρών,18,68.8,164.7,262.1,109.4,2.4
2016-01-01,2016-03-31,ΗΠΕΙΡΟΣ_(EL54),Γερμανία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΗΠΕΙΡΟΣ_(EL54),Αλβανία,5.7,29.2,49.2,194.3,115.1,1.7
2016-01-01,2016-03-31,ΗΠΕΙΡΟΣ_(EL54),Ηνωμένο_Βασίλειο,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΗΠΕΙΡΟΣ_(EL54),Ιταλία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΘΕΣΣΑΛΙΑ_(EL61),Σύνολο_χωρών,11.1,52.3,286.4,211.7,38.7,5.5
2016-01-01,2016-03-31,ΘΕΣΣΑΛΙΑ_(EL61),Ηνωμένο_Βασίλειο,1.4,3.1,21.2,444,64.3,6.9
2016-01-01,2016-03-31,ΘΕΣΣΑΛΙΑ_(EL61),Ιταλία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΘΕΣΣΑΛΙΑ_(EL61),Γερμανία,1.3,3.8,43.9,337.5,28.9,11.7
2016-01-01,2016-03-31,ΘΕΣΣΑΛΙΑ_(EL61),Ρουμανία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΙΟΝΙΑ_ΝΗΣΙΑ_(EL62),Σύνολο_χωρών,7.7,16.5,237,464.8,32.4,14.4
2016-01-01,2016-03-31,ΙΟΝΙΑ_ΝΗΣΙΑ_(EL62),Ηνωμένο_Βασίλειο,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΙΟΝΙΑ_ΝΗΣΙΑ_(EL62),Γερμανία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΙΟΝΙΑ_ΝΗΣΙΑ_(EL62),Ιταλία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΙΟΝΙΑ_ΝΗΣΙΑ_(EL62),Ολλανδία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΙΟΝΙΑ_ΝΗΣΙΑ_(EL62),Γαλλία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΙΟΝΙΑ_ΝΗΣΙΑ_(EL62),Πολωνία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΙΟΝΙΑ_ΝΗΣΙΑ_(EL62),Ρωσία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΙΟΝΙΑ_ΝΗΣΙΑ_(EL62),Αυστρία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΔΥΤΙΚΗ_ΕΛΛΑΔΑ_(EL63),Σύνολο_χωρών,13.9,37.4,212,372.3,65.7,5.7
2016-01-01,2016-03-31,ΔΥΤΙΚΗ_ΕΛΛΑΔΑ_(EL63),Γερμανία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΔΥΤΙΚΗ_ΕΛΛΑΔΑ_(EL63),Ηνωμένο_Βασίλειο,0.7,1.6,10.5,462.7,69.2,6.7
2016-01-01,2016-03-31,ΔΥΤΙΚΗ_ΕΛΛΑΔΑ_(EL63),Αλβανία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΔΥΤΙΚΗ_ΕΛΛΑΔΑ_(EL63),Γαλλία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΣΤΕΡΕΑ_ΕΛΛΑΔΑ_(EL64),Σύνολο_χωρών,13,42.9,251.8,303.2,51.6,5.9
2016-01-01,2016-03-31,ΣΤΕΡΕΑ_ΕΛΛΑΔΑ_(EL64),Γερμανία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΣΤΕΡΕΑ_ΕΛΛΑΔΑ_(EL64),Ηνωμένο_Βασίλειο,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΣΤΕΡΕΑ_ΕΛΛΑΔΑ_(EL64),Γαλλία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΣΤΕΡΕΑ_ΕΛΛΑΔΑ_(EL64),ΗΠΑ,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΠΕΛΟΠΟΝΝΗΣΟΣ_(EL65),Σύνολο_χωρών,23.9,95,647.8,251.1,36.8,6.8
2016-01-01,2016-03-31,ΠΕΛΟΠΟΝΝΗΣΟΣ_(EL65),Γερμανία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΠΕΛΟΠΟΝΝΗΣΟΣ_(EL65),Ηνωμένο_Βασίλειο,2.4,7.4,86.7,327.4,28,11.7
2016-01-01,2016-03-31,ΠΕΛΟΠΟΝΝΗΣΟΣ_(EL65),ΗΠΑ,2.1,8.4,74,247.8,28,8.8
2016-01-01,2016-03-31,ΠΕΛΟΠΟΝΝΗΣΟΣ_(EL65),Γαλλία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-03-31,ΣΥΝΟΛΟ,:,525.5,1849.1,9753.1,284.2,53.9,5.3
2016-01-01,2016-06-30,ΑΤΤΙΚΗ_(EL3),Σύνολο_χωρών,715,1863,10223.9,383.8,69.9,5.5
2016-01-01,2016-06-30,ΑΤΤΙΚΗ_(EL3),ΗΠΑ,116.6,230.7,1379.2,505.5,84.6,6
2016-01-01,2016-06-30,ΑΤΤΙΚΗ_(EL3),Ηνωμένο_Βασίλειο,92.7,238.5,1400.4,388.5,66.2,5.9
2016-01-01,2016-06-30,ΑΤΤΙΚΗ_(EL3),Κύπρος,45.3,111.9,1022.5,404.7,44.3,9.1
2016-01-01,2016-06-30,ΑΤΤΙΚΗ_(EL3),Γερμανία,34.3,117.2,601.1,292.8,57.1,5.1
2016-01-01,2016-06-30,ΑΤΤΙΚΗ_(EL3),Γαλλία,32.2,91,581.4,354.3,55.4,6.4
2016-01-01,2016-06-30,ΑΤΤΙΚΗ_(EL3),Ιταλία,28.5,106.4,533.8,268.1,53.4,5
2016-01-01,2016-06-30,ΑΤΤΙΚΗ_(EL3),Αυστραλία,25.1,38.7,284.7,648.7,88.1,7.4
2016-01-01,2016-06-30,ΑΤΤΙΚΗ_(EL3),Τουρκία,32.6,80,336,407.2,97,4.2
2016-01-01,2016-06-30,ΒΟΡΕΙΟ_ΑΙΓΑΙΟ_(EL41),Σύνολο_χωρών,39.4,81.9,836.1,481.7,47.2,10.2
2016-01-01,2016-06-30,ΒΟΡΕΙΟ_ΑΙΓΑΙΟ_(EL41),Τουρκία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-06-30,ΒΟΡΕΙΟ_ΑΙΓΑΙΟ_(EL41),Ηνωμένο_Βασίλειο,6.4,11.3,122.9,564.4,51.7,10.9
2016-01-01,2016-06-30,ΒΟΡΕΙΟ_ΑΙΓΑΙΟ_(EL41),ΗΠΑ,7.6,10.3,125.2,739.6,60.8,12.2
2016-01-01,2016-06-30,ΒΟΡΕΙΟ_ΑΙΓΑΙΟ_(EL41),Γερμανία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-06-30,ΝΟΤΙΟ_ΑΙΓΑΙΟ_(EL42),Σύνολο_χωρών,830.5,1335.8,10181,621.7,81.6,7.6
2016-01-01,2016-06-30,ΝΟΤΙΟ_ΑΙΓΑΙΟ_(EL42),Γερμανία,146.7,225.7,1698.9,650,86.3,7.5
2016-01-01,2016-06-30,ΝΟΤΙΟ_ΑΙΓΑΙΟ_(EL42),Ηνωμένο_Βασίλειο,93.1,155.8,1190.2,597.3,78.2,7.6
2016-01-01,2016-06-30,ΝΟΤΙΟ_ΑΙΓΑΙΟ_(EL42),Γαλλία,80.1,117,926.1,684.3,86.5,7.9
2016-01-01,2016-06-30,ΝΟΤΙΟ_ΑΙΓΑΙΟ_(EL42),ΗΠΑ,85.6,123.3,767.4,694.2,111.6,6.2
2016-01-01,2016-06-30,ΝΟΤΙΟ_ΑΙΓΑΙΟ_(EL42),Ιταλία,55.8,92.6,795.8,602.5,70.1,8.6
2016-01-01,2016-06-30,ΝΟΤΙΟ_ΑΙΓΑΙΟ_(EL42),Ολλανδία,36.1,71.6,626.3,504.2,57.7,8.7
2016-01-01,2016-06-30,ΝΟΤΙΟ_ΑΙΓΑΙΟ_(EL42),Ρωσία,23.1,44.4,318.3,520.6,72.5,7.2
2016-01-01,2016-06-30,ΝΟΤΙΟ_ΑΙΓΑΙΟ_(EL42),Πολωνία,18.1,40.5,283.1,447,63.9,7
2016-01-01,2016-06-30,ΚΡΗΤΗ_(EL43),Σύνολο_χωρών,875.2,1280,11808.7,683.7,74.1,9.2
2016-01-01,2016-06-30,ΚΡΗΤΗ_(EL43),Γερμανία,232.5,283.9,2880.6,819.1,80.7,10.1
2016-01-01,2016-06-30,ΚΡΗΤΗ_(EL43),Ηνωμένο_Βασίλειο,176.8,249.1,2231.1,709.6,79.2,9
2016-01-01,2016-06-30,ΚΡΗΤΗ_(EL43),Γαλλία,76.7,111.5,937.4,687.9,81.8,8.4
2016-01-01,2016-06-30,ΚΡΗΤΗ_(EL43),Ολλανδία,54,84.2,808,641,66.8,9.6
2016-01-01,2016-06-30,ΚΡΗΤΗ_(EL43),Βέλγιο,37.4,50.5,513.1,741.3,72.9,10.2
2016-01-01,2016-06-30,ΚΡΗΤΗ_(EL43),Ελβετία,26.4,32.1,323.2,822.4,81.8,10.1
2016-01-01,2016-06-30,ΚΡΗΤΗ_(EL43),Ιταλία,25.4,47,397.4,541.5,64,8.5
2016-01-01,2016-06-30,ΚΡΗΤΗ_(EL43),Ρωσία,34,46.6,554.1,729.7,61.4,11.9
2016-01-01,2016-06-30,ΑΝΑΤΟΛ_ΜΑΚΕΔΟΝΙΑ_ΚΑΙ_ΘΡΑΚΗ_(EL51),Σύνολο_χωρών,89.1,451.1,1690.2,197.5,52.7,3.7
2016-01-01,2016-06-30,ΑΝΑΤΟΛ_ΜΑΚΕΔΟΝΙΑ_ΚΑΙ_ΘΡΑΚΗ_(EL51),Τουρκία,33.5,141.8,348.8,236.3,96.1,2.5
2016-01-01,2016-06-30,ΑΝΑΤΟΛ_ΜΑΚΕΔΟΝΙΑ_ΚΑΙ_ΘΡΑΚΗ_(EL51),Βουλγαρία,18.5,181.7,500.7,101.9,37,2.8
2016-01-01,2016-06-30,ΑΝΑΤΟΛ_ΜΑΚΕΔΟΝΙΑ_ΚΑΙ_ΘΡΑΚΗ_(EL51),Γερμανία,9.3,23.1,215.5,403.6,43.3,9.3
2016-01-01,2016-06-30,ΑΝΑΤΟΛ_ΜΑΚΕΔΟΝΙΑ_ΚΑΙ_ΘΡΑΚΗ_(EL51),Ρουμανία,8.9,27.7,156,322.8,57.4,5.6
2016-01-01,2016-06-30,ΚΕΝΤΡΙΚΗ_ΜΑΚΕΔΟΝΙΑ_(EL52),Σύνολο_χωρών,427.7,1799,9356.8,237.8,45.7,5.2
2016-01-01,2016-06-30,ΚΕΝΤΡΙΚΗ_ΜΑΚΕΔΟΝΙΑ_(EL52),Γερμανία,75,144.2,1778.6,520.4,42.2,12.3
2016-01-01,2016-06-30,ΚΕΝΤΡΙΚΗ_ΜΑΚΕΔΟΝΙΑ_(EL52),Σερβία,51.1,133.6,992.8,382.7,51.5,7.4
2016-01-01,2016-06-30,ΚΕΝΤΡΙΚΗ_ΜΑΚΕΔΟΝΙΑ_(EL52),Ρουμανία,32.5,91.9,611.5,353,53.1,6.7
2016-01-01,2016-06-30,ΚΕΝΤΡΙΚΗ_ΜΑΚΕΔΟΝΙΑ_(EL52),Βόρεια_Μακεδονία,53.5,529.7,1191.8,101,44.9,2.3
2016-01-01,2016-06-30,ΚΕΝΤΡΙΚΗ_ΜΑΚΕΔΟΝΙΑ_(EL52),Βουλγαρία,32.2,394.9,969.9,81.5,33.2,2.5
2016-01-01,2016-06-30,ΚΕΝΤΡΙΚΗ_ΜΑΚΕΔΟΝΙΑ_(EL52),Ρωσία,24.7,39.6,466.2,622.6,52.9,11.8
2016-01-01,2016-06-30,ΚΕΝΤΡΙΚΗ_ΜΑΚΕΔΟΝΙΑ_(EL52),Ηνωμένο_Βασίλειο,17.3,47.5,327.7,363.5,52.7,6.9
2016-01-01,2016-06-30,ΚΕΝΤΡΙΚΗ_ΜΑΚΕΔΟΝΙΑ_(EL52),Κύπρος,24.2,58.9,787.7,410.7,30.7,13.4
2016-01-01,2016-06-30,ΔΥΤΙΚΗ_ΜΑΚΕΔΟΝΙΑ_(EL53),Σύνολο_χωρών,24.1,147.9,593.1,162.7,40.6,4
2016-01-01,2016-06-30,ΔΥΤΙΚΗ_ΜΑΚΕΔΟΝΙΑ_(EL53),Γερμανία,4.2,4.4,52.9,958,79.5,12.1
2016-01-01,2016-06-30,ΔΥΤΙΚΗ_ΜΑΚΕΔΟΝΙΑ_(EL53),Αλβανία,8.2,77.6,340.2,106.1,24.2,4.4
2016-01-01,2016-06-30,ΔΥΤΙΚΗ_ΜΑΚΕΔΟΝΙΑ_(EL53),Ρουμανία,2.9,10.1,37.3,287.9,78.2,3.7
2016-01-01,2016-06-30,ΔΥΤΙΚΗ_ΜΑΚΕΔΟΝΙΑ_(EL53),Βουλγαρία,2.3,29.3,78.6,77.9,29.1,2.7
2016-01-01,2016-06-30,ΗΠΕΙΡΟΣ_(EL54),Σύνολο_χωρών,58,191.4,816.2,302.9,71,4.3
2016-01-01,2016-06-30,ΗΠΕΙΡΟΣ_(EL54),Γερμανία,9.9,13.2,169.7,744.9,58.1,12.8
2016-01-01,2016-06-30,ΗΠΕΙΡΟΣ_(EL54),Αλβανία,12.2,70.2,120.7,174.2,101.3,1.7
2016-01-01,2016-06-30,ΗΠΕΙΡΟΣ_(EL54),Ηνωμένο_Βασίλειο,5.2,11.9,77,434.7,67.4,6.4
2016-01-01,2016-06-30,ΗΠΕΙΡΟΣ_(EL54),Ιταλία,1.9,10.3,36.5,187,53,3.5
2016-01-01,2016-06-30,ΘΕΣΣΑΛΙΑ_(EL61),Σύνολο_χωρών,71.6,221.8,1319.3,322.7,54.2,5.9
2016-01-01,2016-06-30,ΘΕΣΣΑΛΙΑ_(EL61),Ηνωμένο_Βασίλειο,22.8,35.2,301.7,645.7,75.4,8.6
2016-01-01,2016-06-30,ΘΕΣΣΑΛΙΑ_(EL61),Ιταλία,1.6,6.8,43.1,240.1,37.9,6.3
2016-01-01,2016-06-30,ΘΕΣΣΑΛΙΑ_(EL61),Γερμανία,8.6,18,195,475.2,43.9,10.8
2016-01-01,2016-06-30,ΘΕΣΣΑΛΙΑ_(EL61),Ρουμανία,6,27,119.6,223.1,50.3,4.4
2016-01-01,2016-06-30,ΙΟΝΙΑ_ΝΗΣΙΑ_(EL62),Σύνολο_χωρών,354.1,551.8,5306.8,641.7,66.7,9.6
2016-01-01,2016-06-30,ΙΟΝΙΑ_ΝΗΣΙΑ_(EL62),Ηνωμένο_Βασίλειο,162.3,212.6,2093.6,763.8,77.5,9.8
2016-01-01,2016-06-30,ΙΟΝΙΑ_ΝΗΣΙΑ_(EL62),Γερμανία,52.5,74,820.1,709.6,64,11.1
2016-01-01,2016-06-30,ΙΟΝΙΑ_ΝΗΣΙΑ_(EL62),Ιταλία,11.2,28.1,243.6,399.2,46,8.7
2016-01-01,2016-06-30,ΙΟΝΙΑ_ΝΗΣΙΑ_(EL62),Ολλανδία,17.9,25.8,282.5,695,63.5,10.9
2016-01-01,2016-06-30,ΙΟΝΙΑ_ΝΗΣΙΑ_(EL62),Γαλλία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-06-30,ΙΟΝΙΑ_ΝΗΣΙΑ_(EL62),Πολωνία,11.2,30.7,236.8,363.2,47.1,7.7
2016-01-01,2016-06-30,ΙΟΝΙΑ_ΝΗΣΙΑ_(EL62),Ρωσία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-06-30,ΙΟΝΙΑ_ΝΗΣΙΑ_(EL62),Αυστρία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-06-30,ΔΥΤΙΚΗ_ΕΛΛΑΔΑ_(EL63),Σύνολο_χωρών,46.7,142.2,889.5,328.1,52.5,6.3
2016-01-01,2016-06-30,ΔΥΤΙΚΗ_ΕΛΛΑΔΑ_(EL63),Γερμανία,6.4,13.4,129.4,474.2,49.1,9.7
2016-01-01,2016-06-30,ΔΥΤΙΚΗ_ΕΛΛΑΔΑ_(EL63),Ηνωμένο_Βασίλειο,4.4,11.7,53.8,378.5,82.4,4.6
2016-01-01,2016-06-30,ΔΥΤΙΚΗ_ΕΛΛΑΔΑ_(EL63),Αλβανία,4.7,15.2,88.6,311,53.3,5.8
2016-01-01,2016-06-30,ΔΥΤΙΚΗ_ΕΛΛΑΔΑ_(EL63),Γαλλία,0.7,4.4,16.6,153.1,40.7,3.8
2016-01-01,2016-06-30,ΣΤΕΡΕΑ_ΕΛΛΑΔΑ_(EL64),Σύνολο_χωρών,42.3,145.6,655,290.6,64.6,4.5
2016-01-01,2016-06-30,ΣΤΕΡΕΑ_ΕΛΛΑΔΑ_(EL64),Γερμανία,3,6.3,75.7,472.2,39,12.1
2016-01-01,2016-06-30,ΣΤΕΡΕΑ_ΕΛΛΑΔΑ_(EL64),Ηνωμένο_Βασίλειο,6.6,17.8,79.8,370.2,82.6,4.5
2016-01-01,2016-06-30,ΣΤΕΡΕΑ_ΕΛΛΑΔΑ_(EL64),Γαλλία,(:),(:),(:),(:),(:),(:)
2016-01-01,2016-06-30,ΣΤΕΡΕΑ_ΕΛΛΑΔΑ_(EL64),ΗΠΑ,4.2,25.2,73,168.7,58.2,2.9
2016-01-01,2016-06-30,ΠΕΛΟΠΟΝΝΗΣΟΣ_(EL65),Σύνολο_χωρών,103.8,317.8,2097.7,326.6,49.5,6.6
2016-01-01,2016-06-30,ΠΕΛΟΠΟΝΝΗΣΟΣ_(EL65),Γερμανία,10.3,19.3,220.5,534.1,46.8,11.4
2016-01-01,2016-06-30,ΠΕΛΟΠΟΝΝΗΣΟΣ_(EL65),Ηνωμένο_Βασίλειο,13,37.9,275.8,342.3,47.1,7.3
2016-01-01,2016-06-30,ΠΕΛΟΠΟΝΝΗΣΟΣ_(EL65),ΗΠΑ,9.7,26.8,204,360.5,47.3,7.6
2016-01-01,2016-06-30,ΠΕΛΟΠΟΝΝΗΣΟΣ_(EL65),Γαλλία,7.9,17.6,140,446.6,56.2,7.9
2016-01-01,2016-06-30,ΣΥΝΟΛΟ,:,3677.4,8529.2,55774.2,431.2,65.9,6.5
2016-01-01,2016-09-30,ΑΤΤΙΚΗ_(EL3),Σύνολο_χωρών,1362.4,3549,19076.4,383.9,71.4,5.4
2016-01-01,2016-09-30,ΑΤΤΙΚΗ_(EL3),ΗΠΑ,226.5,440.6,2427.2,514,93.3,5.5
2016-01-01,2016-09-30,ΑΤΤΙΚΗ_(EL3),Ηνωμένο_Βασίλειο,162.4,413.5,2546.8,392.7,63.8,6.2
2016-01-01,2016-09-30,ΑΤΤΙΚΗ_(EL3),Κύπρος,89.9,235.2,1785,382.1,50.4,7.6
2016-01-01,2016-09-30,ΑΤΤΙΚΗ_(EL3),Γερμανία,66.4,200.9,1069,330.5,62.1,5.3
2016-01-01,2016-09-30,ΑΤΤΙΚΗ_(EL3),Γαλλία,78.2,228.4,1190.2,342.5,65.7,5.2
2016-01-01,2016-09-30,ΑΤΤΙΚΗ_(EL3),Ιταλία,54.4,208.3,929.8,261.3,58.6,4.5
2016-01-01,2016-09-30,ΑΤΤΙΚΗ_(EL3),Αυστραλία,45.4,86.2,505.4,526.6,89.9,5.9
